Text,Date,No_of_likes,No_of_comments,Year,Clean_Text,Sentiment,Confidence
"1)PM: Four castes-poor, youth, women and farmers are very important for me- https://nitter.perennialte.ch/narendramodi/status/1739174912244510788 2)PM Modi and Lok Sabha Speaker Om Birla pay tributes to Madan Mohan Malaviya at Parliament on his birth anniversary. 3)NewsClick case: News portal's HR Head Amit Chakravarty moves Delhi court seeking to turn approver. 4)Media Rpt: A total of 63 JN.1 COVID variant cases reported in country till Dec 24. 34 cases from Goa, 9 from Mah, 8 from Karnataka, 6 from Kerala, 4 from Tamil Nadu and 2 from Telangana. 5)PM lays foundation stone of 60 MW Solar power plant being established in villages Samraj and Ashukhedi of Khargone district by Indore Municipal Corporation. PM also hands over cheques worth about Rs 224 crore dues of the Hukumchand Mill workers, to the official liquidator and heads of Labour Union of Hukumchand Mill, in Indore. 6)COVID in India: 628 fresh cases, active caseload at 4,054. 7)Plane with more than 300 passengers, mostly Indians, from France to land at Mumbai airport. 8)Army chief arrives in Jammu.",2023-12-25 08:32:00,0,0,2024,"1)PM: Four castes-poor, youth, women and farmers are very important for me- 2)PM Modi and Lok Sabha Speaker Om Birla pay tributes to Madan Mohan Malaviya at Parliament on his birth anniversary. 3)NewsClick case: News portal's HR Head Amit Chakravarty moves Delhi court seeking to turn approver. 4)Media Rpt: A total of 63 JN.1 COVID variant cases reported in country till Dec 24. 34 cases from Goa, 9 from Mah, 8 from Karnataka, 6 from Kerala, 4 from Tamil Nadu and 2 from Telangana. 5)PM lays foundation stone of 60 MW Solar power plant being established in villages Samraj and Ashukhedi of Khargone district by Indore Municipal Corporation. PM also hands over cheques worth about Rs 224 crore dues of the Hukumchand Mill workers, to the official liquidator and heads of Labour Union of Hukumchand Mill, in Indore. 6)COVID in India: 628 fresh cases, active caseload at 4,054. 7)Plane with more than 300 passengers, mostly Indians, from France to land at Mumbai airport. 8)Army chief arrives in Jammu.",positive,0.5571424961090088
@yadavakhilesh @samajwadiparty @MPDharmendraYdv @loksabha_badaun 🇧🇾✌️🇧🇾🚲🇧🇾✌️,2023-12-25 08:32:00,2,0,2024,🇧🇾✌️🇧🇾🚲🇧🇾✌️,neutral,0.7966183423995972
Lok Sabha Election 2024: Here's all what ABP's Opinion Poll has to say about BJP's win! | Abp News https://msft.it/6018id3J2,2023-12-25 08:32:00,0,0,2024,Lok Sabha Election 2024: Here's all what ABP's Opinion Poll has to say about BJP's win! | Abp News,neutral,0.7690816521644592
"""தமிழக அரசின் தோல்வி"" #TamilisaiSoundararajan #stalincm #thoothukudiflood",2023-12-25 04:30:00,698,39,2024,"""தமிழக அரசின் தோல்வி"" TamilisaiSoundararajan stalincm thoothukudiflood",neutral,0.7549978494644165
Congress Plans Bharat Jodo Yatra 2.0 Ahead of Lok Sabha Elections httpp://www.instagram.com/p/C1RPAk3PuIk/?igsh=MWJqb2oyZDJwMmd4bw==,2023-12-25 08:31:00,0,0,2024,Congress Plans Bharat Jodo Yatra 2.0 Ahead of Lok Sabha Elections,neutral,0.8785088062286377
தன்மானத்தை இழந்து I.N.D.I கூட்டணியில் தொடரும் திமுக.!,2023-12-25 08:27:00,670,21,2024,தன்மானத்தை இழந்து I.N.D.I கூட்டணியில் தொடரும் திமுக.!,neutral,0.7338571548461914
"Detailed Thread: Congrats HM .@AmitShah Ji for getting 3 Path-breaking bills passed in Lok Sabha to overhaul Criminal Laws. Bharat's got Laws 1st time which're “By Bharatiyas, For Bharatiyas, Of Bharatiyas"" Keeping Emotional Quotient aside, let me give IMPORTANT points. 1/20",2023-12-20 14:40:00,11936,248,2024,"Detailed Thread: Congrats HM . Ji for getting 3 Path-breaking bills passed in Lok Sabha to overhaul Criminal Laws. Bharat's got Laws 1st time which're “By Bharatiyas, For Bharatiyas, Of Bharatiyas"" Keeping Emotional Quotient aside, let me give IMPORTANT points. 1/20",positive,0.9132739901542664
'How MPs are suspended' :Well explained by Sh Arjun Sengupta #Parliament #ParliamentWinterSession #MPsuspended #LokSabha #speaker #RajyaSabha #Chairman #MemberofParliament #suspended #rules #SUSPENSION #Politics #Polity #UPSC Source: IE,2023-12-19 03:13:00,387,0,2024,'How MPs are suspended' :Well explained by Sh Arjun Sengupta Parliament ParliamentWinterSession MPsuspended LokSabha speaker RajyaSabha Chairman MemberofParliament suspended rules SUSPENSION Politics Polity UPSC Source: IE,neutral,0.7621685862541199
"Paid my humble tribute to former PM Shri Atal Bihari Vajpayee ji at 'Sadaiv Atal'. A giant of a man whose words & works, have inspired people for more than half a century and will continue to do so. He will always remain the guiding light for us.",2023-12-25 05:48:00,957,32,2024,"Paid my humble tribute to former PM Shri Atal Bihari Vajpayee ji at 'Sadaiv Atal'. A giant of a man whose words & works, have inspired people for more than half a century and will continue to do so. He will always remain the guiding light for us.",positive,0.9404409527778625
இன்று முன்னாள் பிரதமர் கார்கில் நாயகன் திரு அடல் பிகாரி வாஜ்பாய் அவர்களின் பிறந்தநாளை முன்னிட்டு வட சென்னை கிழக்கு மாவட்டம் ராயபுரம் மத்திய மண்டல்,2023-12-25 08:24:00,4,2,2024,இன்று முன்னாள் பிரதமர் கார்கில் நாயகன் திரு அடல் பிகாரி வாஜ்பாய் அவர்களின் பிறந்தநாளை முன்னிட்டு வட சென்னை கிழக்கு மாவட்டம் ராயபுரம் மத்திய மண்டல்,neutral,0.710150420665741
"Learning a new language expands our knowledge here & gets us closer to that culture, and the students from UP participating in #KashiTamilSangamam today are seen learning our Tamil language. #KashiTamilSangamam was envisioned by our Hon PM Thiru @narendramodi avl to foster the spirit of #EkBharatShreshthaBharat. The enthusiasm of these children to learn Tamil strengthens our Hon PM’s vision!",2023-12-25 06:11:00,3422,84,2024,"Learning a new language expands our knowledge here & gets us closer to that culture, and the students from UP participating in KashiTamilSangamam today are seen learning our Tamil language. KashiTamilSangamam was envisioned by our Hon PM Thiru avl to foster the spirit of EkBharatShreshthaBharat. The enthusiasm of these children to learn Tamil strengthens our Hon PM’s vision!",positive,0.8255103230476379
Chor ucchkao ko loksabha bhejenge darbhanga se SAMASTIPUR se to parinam kya hoga aaj bhi 2004 me 22_24 ghante darbhanga to Delhi wahi speed Aaj hi... ticket kharid mp ko batao 15 saal se darbhanga me one way main road kyu choura nhi hua ... kahi auto stand nhi khel maidan nhi,2023-12-25 08:30:00,0,0,2024,Chor ucchkao ko loksabha bhejenge darbhanga se SAMASTIPUR se to parinam kya hoga aaj bhi 2004 me 22_24 ghante darbhanga to Delhi wahi speed Aaj hi... ticket kharid mp ko batao 15 saal se darbhanga me one way main road kyu choura nhi hua ... kahi auto stand nhi khel maidan nhi,neutral,0.769054114818573
#Tripura | Tripura BJP MP Rebati Tripura begins energetic ‘Jana Sanyog’ drive in East Tripura PC ahead of 2024 Lok Sabha election. #northeasttoday #NortheastTodaymagazine #JanaSanyog #LokSabhaElections #BJP https://www.northeasttoday.in/2023/12/25/tripura-bjp-mp-rebati-tripura-begins-energetic-jana-sanyog-drive-in-east-tripura-pc-ahead-of-2024-lok-sabha-election/,2023-12-25 08:30:00,0,0,2024,Tripura | Tripura BJP MP Rebati Tripura begins energetic ‘Jana Sanyog’ drive in East Tripura PC ahead of 2024 Lok Sabha election. northeasttoday NortheastTodaymagazine JanaSanyog LokSabhaElections BJP,neutral,0.8559099435806274
"Dear @YRDeshmukh, how can conclusions be drawn in Maharashtra from a survey when no party knows which seats they are contesting and who their opponents will be in the Lok Sabha elections?",2023-12-25 07:17:00,15,4,2024,"Dear , how can conclusions be drawn in Maharashtra from a survey when no party knows which seats they are contesting and who their opponents will be in the Lok Sabha elections?",neutral,0.6088544726371765
"Congress will be redu ed to less than 50seats in Loksabha in 2024,no surprise if Rahul looses elections.",2023-12-25 08:29:00,2,0,2024,"Congress will be redu ed to less than 50seats in Loksabha in 2024,no surprise if Rahul looses elections.",neutral,0.4846106171607971
Defence Minister Rajnath Singh and Lok Sabha Speaker Om Birla arrive in Haridwar; received by Uttarakhand Chief Minister Pushkar Singh Dhami #rajnathsingh #ombirla #pushkarsinghdhami,2023-12-25 08:28:00,1,0,2024,Defence Minister Rajnath Singh and Lok Sabha Speaker Om Birla arrive in Haridwar; received by Uttarakhand Chief Minister Pushkar Singh Dhami rajnathsingh ombirla pushkarsinghdhami,neutral,0.92415452003479
"J&K #Congress leaders to meet Kharge, discuss #LokSabha election preparations @INCIndia @INCJammuKashmir https://risingkashmir.com/jk-congress-leaders-to-meet-kharge-discuss-lok-sabha-election-preparations-28145110-4fea-4b78-96e8-bab790887484",2023-12-25 08:27:00,0,0,2024,"J&K Congress leaders to meet Kharge, discuss LokSabha election preparations",neutral,0.9463356733322144
Please make it fast so that congress can get single digit seats in Lok Sabha,2023-12-25 08:27:00,0,0,2024,Please make it fast so that congress can get single digit seats in Lok Sabha,neutral,0.6714262962341309
"Now, BJP is the Single largest Party in the South in terms of Lok Sabha MPs!",2023-12-25 08:26:00,0,0,2024,"Now, BJP is the Single largest Party in the South in terms of Lok Sabha MPs!",neutral,0.5462427735328674
"WATCH | लोकसभा चुनाव को लेकर पंजाब का ओपिनियन पोल, किस पार्टी के साथ जाएगी जनता ? देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #Punjab",2023-12-25 08:25:00,11,0,2024,"WATCH | लोकसभा चुनाव को लेकर पंजाब का ओपिनियन पोल, किस पार्टी के साथ जाएगी जनता ? देखिए '12 से 2- पॉलिटिकल शो' के साथ AbpCVoter OponionPolls Loksabha Punjab",neutral,0.8631664514541626
திருநெல்வேலிசட்டமன்றத்திற்கு உட்பட்ட பகுதியில் மழை வெள்ளத்தால் பாதிக்கப்பட்ட மக்களோடு மக்களாக @BJP4India @BJP4TamilNadu,2023-12-25 07:32:00,721,12,2024,திருநெல்வேலிசட்டமன்றத்திற்கு உட்பட்ட பகுதியில் மழை வெள்ளத்தால் பாதிக்கப்பட்ட மக்களோடு மக்களாக,neutral,0.7356566190719604
"New criminal law passed in Lok Sabha recently does take adultery, LGBTQ community and sexual crime against men into account. @arjunrammeghwal @MLJ_GoI @narendramodi What is stopping you to be inclusive.",2023-12-25 08:24:00,0,0,2024,"New criminal law passed in Lok Sabha recently does take adultery, LGBTQ community and sexual crime against men into account. What is stopping you to be inclusive.",negative,0.6742810010910034
‘దేశంలో మోదీకి ప్రత్యామ్నయ నేత ఎవరూ లేరు’ https://www.sakshi.com/telugu-news/politics/ajit-pawar-says-no-alternative-pm-modi-2024-lok-sabha-polls-1894850 #Alternative #AjitPawar #LokSabha,2023-12-25 08:24:00,0,0,2024,‘దేశంలో మోదీకి ప్రత్యామ్నయ నేత ఎవరూ లేరు’ Alternative AjitPawar LokSabha,neutral,0.7913888692855835
Congress ke purv rashtriy Adhyaksh Shrimati Sonia Gandhi MP Lok Sabha tatha Congress ke purv rashtriy Adhyaksh Rahul Gandhi MP Loksabha tatha Congress ke rashtriy mahasachiv Shrimati Priyanka Gandhi ko Christmas de ke avsar per Hardik Badhai aur shubhkamnaen tatha Sadar Pranam,2023-12-25 08:23:00,0,0,2024,Congress ke purv rashtriy Adhyaksh Shrimati Sonia Gandhi MP Lok Sabha tatha Congress ke purv rashtriy Adhyaksh Rahul Gandhi MP Loksabha tatha Congress ke rashtriy mahasachiv Shrimati Priyanka Gandhi ko Christmas de ke avsar per Hardik Badhai aur shubhkamnaen tatha Sadar Pranam,neutral,0.8590944409370422
Uttar Pradesh was a game changer.. Bjp was literally wiped out of up Gujrat extensive seat loss Also allies performed badly..,2023-12-25 08:23:00,2,0,2024,Uttar Pradesh was a game changer.. Bjp was literally wiped out of up Gujrat extensive seat loss Also allies performed badly..,negative,0.8893305659294128
tumhari harkate hi aaisi hai..kabhi to dhang ka Kam Karo..na khud kuch karte ho na dusro ko karne dete ho..ye mirchi to tabhi lagi hai jab chunavi natije aaye aur janta ne latad diya tumhare dhongi pan ko. Aur hum firse latadenge loksabha main.,2023-12-25 08:22:00,0,0,2024,tumhari harkate hi aaisi hai..kabhi to dhang ka Kam Karo..na khud kuch karte ho na dusro ko karne dete ho..ye mirchi to tabhi lagi hai jab chunavi natije aaye aur janta ne latad diya tumhare dhongi pan ko. Aur hum firse latadenge loksabha main.,neutral,0.7315255403518677
"#WATCH | ""NDA alliance will break before (Lok Sabha) elections,"" says #Karnataka Deputy CM #DKShivakumar on Union Minister #AnuragThakur's statement regarding the INDIA alliance (📹ANI)",2023-12-25 08:22:00,10,0,2024,"WATCH | ""NDA alliance will break before (Lok Sabha) elections,"" says Karnataka Deputy CM DKShivakumar on Union Minister AnuragThakur's statement regarding the INDIA alliance (📹ANI)",neutral,0.9177201390266418
Congress is nothing but an extended regional party..its not a national party ..anymore..,2023-12-25 08:21:00,0,0,2024,Congress is nothing but an extended regional party..its not a national party ..anymore..,negative,0.7319130897521973
When a party has nothing to lose party becomes dangerous that's why i think Congress is a dangerous party they can spring a surprise in Loksabha election. Surprise means close to 80 seats.,2023-12-25 08:20:00,0,2,2024,When a party has nothing to lose party becomes dangerous that's why i think Congress is a dangerous party they can spring a surprise in Loksabha election. Surprise means close to 80 seats.,negative,0.7671133279800415
1 lakh loker sabha toke flop mone hoy tahole tui to uneducated manus re..tor vat de sabhar theke anek beshi lok hoyeche r panchayat er sathe loksabha compare koris gandu,2023-12-25 08:19:00,0,0,2024,1 lakh loker sabha toke flop mone hoy tahole tui to uneducated manus re..tor vat de sabhar theke anek beshi lok hoyeche r panchayat er sathe loksabha compare koris gandu,neutral,0.5499473214149475
Defence Minister Rajnath Singh and Lok Sabha Speaker Om Birla arrive in Haridwar; received by Uttarakhand Chief Minister Pushkar Singh Dhami #rajnathsingh #ombirla #pushkarsinghdhami,2023-12-25 08:18:00,1,0,2024,Defence Minister Rajnath Singh and Lok Sabha Speaker Om Birla arrive in Haridwar; received by Uttarakhand Chief Minister Pushkar Singh Dhami rajnathsingh ombirla pushkarsinghdhami,neutral,0.92415452003479
Milk rates increased by KMF to support the farmers But looks like the farmers are getting far less than what they received in BJP govt Congress and its activist only agenda is to collect funds for Loksabha,2023-12-25 08:18:00,1,1,2024,Milk rates increased by KMF to support the farmers But looks like the farmers are getting far less than what they received in BJP govt Congress and its activist only agenda is to collect funds for Loksabha,negative,0.6925792694091797
"despite all these, you will not get nominated for a Loksabha or Assembly seat",2023-12-25 08:17:00,0,0,2024,"despite all these, you will not get nominated for a Loksabha or Assembly seat",negative,0.6253942251205444
"भारतीय राजनीति के शिखर पुरुष, करोड़ों भाजपा कार्यकर्ताओं के प्रेरणास्रोत और हमारे पथ प्रदर्शक पूर्व प्रधानमंत्री 'भारत रत्न' श्रद्धेय अटल बिहारी वाजपेयी जी की जयंती पर कोटि-कोटि नमन।",2023-12-25 08:16:00,1,0,2024,"भारतीय राजनीति के शिखर पुरुष, करोड़ों भाजपा कार्यकर्ताओं के प्रेरणास्रोत और हमारे पथ प्रदर्शक पूर्व प्रधानमंत्री 'भारत रत्न' श्रद्धेय अटल बिहारी वाजपेयी जी की जयंती पर कोटि-कोटि नमन।",neutral,0.8125248551368713
Where and how well will INDIA bloc perform on Lok Sabha chessboard? https://www.indiatoday.in/diu/story/where-and-how-well-will-the-india-bloc-perform-on-lok-sabha-chessboard-2478002-2023-12-19?utm_source=rss #NewsInTweetsIndia #NewsInTweetsIn #NewsInTweets,2023-12-25 08:15:00,0,0,2024,Where and how well will INDIA bloc perform on Lok Sabha chessboard? NewsInTweetsIndia NewsInTweetsIn NewsInTweets,neutral,0.8485122919082642
"Total number of times MMS won his own lok sabha seat - ZERO Hence He was just a ramu kaka of Gandys Modi has lost an election, has won two general elections with highest number of MPs in last 40 years and has highest approval ratings amongst all the world leaders Hence he is the strongest PM",2023-12-25 07:37:00,119,16,2024,"Total number of times MMS won his own lok sabha seat - ZERO Hence He was just a ramu kaka of Gandys Modi has lost an election, has won two general elections with highest number of MPs in last 40 years and has highest approval ratings amongst all the world leaders Hence he is the strongest PM",neutral,0.4841758608818054
Well said . I am rahe to see impact of @annamalai_k anna in lok sabha 2024 election How much Bjp vote share will increase !,2023-12-25 08:13:00,0,0,2024,Well said . I am rahe to see impact of anna in lok sabha 2024 election How much Bjp vote share will increase !,positive,0.8541303277015686
"My dear,many are not opting for free electricity because the terms and conditions are stringent. Karnataka is getting ruined. Loksabha polls will reverse the situation",2023-12-25 08:13:00,0,1,2024,"My dear,many are not opting for free electricity because the terms and conditions are stringent. Karnataka is getting ruined. Loksabha polls will reverse the situation",negative,0.866718053817749
"WATCH | सुशील मोदी का नीतीश कुमार पर वार, 'नीतीश को मीडिया से दूर रख रही JDU' देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv | @ReporterAnkitG #AbpCVoter #OponionPolls #Loksabha #Bihar",2023-12-25 07:11:00,8,0,2024,"WATCH | सुशील मोदी का नीतीश कुमार पर वार, 'नीतीश को मीडिया से दूर रख रही JDU' देखिए '12 से 2- पॉलिटिकल शो' के साथ | AbpCVoter OponionPolls Loksabha Bihar",neutral,0.8770599961280823
Excellent post @Gargac da 👍 Etodwara janai je - JAMINI ROY moshai er jamata bongosontan PRASHANTA KUMAR GHOSH Ranchi (Bengal / Bhr & Orsa united province / Bihar & now #JhaDkhand / #ঝাড়খণ্ড nor #JhaRkhand / #ঝারখণ্ড) Lok Sabha constituency'r hatrick MP (1962 to 1977) chiln 🙏🌹,2023-12-25 08:10:00,1,0,2024,Excellent post da 👍 Etodwara janai je - JAMINI ROY moshai er jamata bongosontan PRASHANTA KUMAR GHOSH Ranchi (Bengal / Bhr & Orsa united province / Bihar & now JhaDkhand / ঝাড়খণ্ড nor JhaRkhand / ঝারখণ্ড) Lok Sabha constituency'r hatrick MP (1962 to 1977) chiln 🙏🌹,positive,0.8601226210594177
"#WATCH | On Union Minister Anurag Thakur's statement regarding the INDIA alliance, Karnataka Deputy CM DK Shivakumar says ""NDA alliance will break before (Lok Sabha) elections...""",2023-12-25 08:10:00,0,0,2024,"WATCH | On Union Minister Anurag Thakur's statement regarding the INDIA alliance, Karnataka Deputy CM DK Shivakumar says ""NDA alliance will break before (Lok Sabha) elections...""",neutral,0.86209636926651
Over 9500 Jan Aushadi Centers set up since launch of scheme in 2008: Union Health Minister Mansukh Mandaviya in Lok Sabha https://www.etvbharat.com/english/state/delhi/over-9500-jan-aushadi-centers-set-up-since-launch-of-scheme-in-2008-union-health-minister-mansukh-mandaviya-in-lok-sabha/na20230721162546596596433 via NaMo App,2023-12-25 08:09:00,0,0,2024,Over 9500 Jan Aushadi Centers set up since launch of scheme in 2008: Union Health Minister Mansukh Mandaviya in Lok Sabha via NaMo App,neutral,0.9103246331214905
"PM Modi, President Murmu pay tributes to Atal Bihari Vajpayee on his 99th birth anniversary #BharatRatna #AtalBihariVajpayeeJi #AtalBihariVajpayeeJi #BirthAnniversary #भारतरत्न #PMModi #DroupadiMurmu #SadaivAtal #Delhi #BJP #presidentmurmu #सदैव_अटल #GoodGovernanceDay #loksabha",2023-12-25 07:37:00,2,0,2024,"PM Modi, President Murmu pay tributes to Atal Bihari Vajpayee on his 99th birth anniversary BharatRatna AtalBihariVajpayeeJi AtalBihariVajpayeeJi BirthAnniversary भारतरत्न PMModi DroupadiMurmu SadaivAtal Delhi BJP presidentmurmu सदैव_अटल GoodGovernanceDay loksabha",positive,0.6080417633056641
#InPics | Defence Minister @rajnathsingh and Lok Sabha Speaker @ombirlakota arrive in Haridwar; received by #Uttarakhand Chief Minister @pushkardhami 📷ANI,2023-12-25 07:57:00,24,0,2024,InPics | Defence Minister and Lok Sabha Speaker arrive in Haridwar; received by Uttarakhand Chief Minister 📷ANI,neutral,0.9284772276878357
WATCH | ओपिनियन पोल पर यूपी बीजेपी का बयान मोदी के आगे कोई गठबंधन नहीं चलेगा- बीजेपी देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #UttarPradesh,2023-12-25 06:56:00,37,3,2024,WATCH | ओपिनियन पोल पर यूपी बीजेपी का बयान मोदी के आगे कोई गठबंधन नहीं चलेगा- बीजेपी देखिए '12 से 2- पॉलिटिकल शो' के साथ AbpCVoter OponionPolls Loksabha UttarPradesh,neutral,0.8539079427719116
बिहार में सियासी अटकलें तेज.. https://hittv.in/p/3FD30DD2136126 #jdu #meeting #delhi #loksabha #election,2023-12-25 08:06:00,0,0,2024,बिहार में सियासी अटकलें तेज.. jdu meeting delhi loksabha election,neutral,0.8048726320266724
MP Lok Sabha Sh. @mpjugalkishore participated in #ViksitBharatSankalpYatra at Nagrota in Jammu North .,2023-12-23 15:47:00,27,0,2024,MP Lok Sabha Sh. participated in ViksitBharatSankalpYatra at Nagrota in Jammu North .,neutral,0.9394960403442383
Delhi wala bote BJP in Lok Sabha. And it’s no major loss if BJP doesn’t win assembly. Delhi CM is basically chaprasi.,2023-12-24 00:33:00,2,0,2024,Delhi wala bote BJP in Lok Sabha. And it’s no major loss if BJP doesn’t win assembly. Delhi CM is basically chaprasi.,neutral,0.6218061447143555
"WATCH | लोकसभा चुनाव को लेकर पश्चिम बंगाल का ओपिनियन पोल, BJP को मिलीं चौंकाने वाली सीटें देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #WestBengal",2023-12-25 07:37:00,37,6,2024,"WATCH | लोकसभा चुनाव को लेकर पश्चिम बंगाल का ओपिनियन पोल, BJP को मिलीं चौंकाने वाली सीटें देखिए '12 से 2- पॉलिटिकल शो' के साथ AbpCVoter OponionPolls Loksabha WestBengal",neutral,0.8496299386024475
Lok Sabha Election Opinion Poll 2024 लोकसभा 2024 च्या निवडणुकीत महाराष्ट्रात महायुतीला मोठा फटका बसण्याची शक्यता आहे. सी व्होटरच्या ओपिनियन पोलनुसार महायुतीला 19 ते 21 जागा मिळण्याची शक्यता आहे.  तर महाविकास आघाडीच्या पारड्यात 26 ते 28 जागा पडण्याचा अंदाज आहे.,2023-12-25 08:03:00,1,0,2024,Lok Sabha Election Opinion Poll 2024 लोकसभा 2024 च्या निवडणुकीत महाराष्ट्रात महायुतीला मोठा फटका बसण्याची शक्यता आहे. सी व्होटरच्या ओपिनियन पोलनुसार महायुतीला 19 ते 21 जागा मिळण्याची शक्यता आहे. तर महाविकास आघाडीच्या पारड्यात 26 ते 28 जागा पडण्याचा अंदाज आहे.,neutral,0.8321704268455505
There are high chances of Congress winning the uttar kannada Loksabha constituency in upcoming elections. Uk District has elected 5 Congress MLA out of 7 seats & 2 seats bjp has won with a very narrow margin. There are rumours that bjp mla shivaram hebbar is going to join inc,2023-12-25 08:03:00,4,2,2024,There are high chances of Congress winning the uttar kannada Loksabha constituency in upcoming elections. Uk District has elected 5 Congress MLA out of 7 seats & 2 seats bjp has won with a very narrow margin. There are rumours that bjp mla shivaram hebbar is going to join inc,neutral,0.6298691034317017
"Nifty may log 17% gains in Lok Sabha election yr; levels of 24,000 likely in 2024 - @thenileshdesai - https://bit.ly/41EQ2bY #TheHinduPatrika #Latest #News",2023-12-25 08:00:00,0,0,2024,"Nifty may log 17% gains in Lok Sabha election yr; levels of 24,000 likely in 2024 - - TheHinduPatrika Latest News",neutral,0.6877351403236389
టార్గెట్‌ 45 సీట్లు..! దక్షిణాదిలో లోక్‌సభ స్థానాలపై కాంగ్రెస్‌ గురి!! || Congress targets Lok Sabha #loksabha #congress #loksabhaseats #ts #kerala #tamilnadu #abnnews,2023-12-25 08:00:00,14,0,2024,టార్గెట్‌ 45 సీట్లు..! దక్షిణాదిలో లోక్‌సభ స్థానాలపై కాంగ్రెస్‌ గురి!! || Congress targets Lok Sabha loksabha congress loksabhaseats ts kerala tamilnadu abnnews,neutral,0.6915818452835083
Vinamra shastri ji Om sai ram aache jagruti kar rahe ho evidence ke sath God bless you whatsup or call no 9021295833vanchit bahujan aagadi taluka karjat district ahmednagar Maharashtra India aap please loksabha election ladhaye esime aapki bhalahi hai,2023-12-25 07:59:00,0,0,2024,Vinamra shastri ji Om sai ram aache jagruti kar rahe ho evidence ke sath God bless you whatsup or call no 9021295833vanchit bahujan aagadi taluka karjat district ahmednagar Maharashtra India aap please loksabha election ladhaye esime aapki bhalahi hai,positive,0.8052866458892822
BRS IS playing do or die game for loksabha elections,2023-12-25 07:59:00,0,0,2024,BRS IS playing do or die game for loksabha elections,negative,0.5250528454780579
Policy continuity as BJP likely to retain power in 2024 Lok Sabha elections: Fitch Ratings https://indianexpress.com/article/business/economy/policy-continuity-as-bjp-likely-to-retain-power-in-2024-lok-sabha-elections-fitch-ratings-9065682/ via NaMo App,2023-12-25 07:55:00,0,0,2024,Policy continuity as BJP likely to retain power in 2024 Lok Sabha elections: Fitch Ratings via NaMo App,neutral,0.8029017448425293
Please watch and keep sharing till 2024 Loksabha elections 🙏 #ModiAgainIn2024 #LokSabhaElections2024 #Modiji4Nation,2023-12-25 04:36:00,3,0,2024,Please watch and keep sharing till 2024 Loksabha elections 🙏 ModiAgainIn2024 LokSabhaElections2024 Modiji4Nation,positive,0.8360130190849304
"लोकसभा चुनाव 2024 (Lok Sabha Election 2024) में अभी करीब चार महीने का वक्त बाकी है। कांग्रेस पार्टी सभी पार्टियों को एक कर भाजपा को चुनाव में हराने की रणनीति बना रही है लेकिन उसके ही नेता ऐसे बयान दें रहे है जिससे जिससे गठबंधन को लेकर सवाल उठ रहे है। दरअसल, कांग्रेस नेता आचार्य प्रमोद कृष्णम ने इंडिया गठबंधन को लेकर बड़ा बयान दिया है। उन्होंने संभल जिले में एक निजी कार्यक्रम में कहा कि अखिलेश यादव इंडिया गठबंधन का हिस्सा नहीं है। नेता ने बातचीत के दौरान कहा कि अखिलेश यादव की दुकान बंद चुकी है। ईडी और सीबीआई से डरकर ढोल बजा रहे हैं। उन्होंने कहा कि मोदी जी बीजेपी के पीएम नहीं मोदी जी हमारे भी पीएम है। #samabhal @samajwadiparty @yadavakhilesh @INCIndia @RahulGandhi @BJP4UP",2023-12-25 07:53:00,0,0,2024,"लोकसभा चुनाव 2024 (Lok Sabha Election 2024) में अभी करीब चार महीने का वक्त बाकी है। कांग्रेस पार्टी सभी पार्टियों को एक कर भाजपा को चुनाव में हराने की रणनीति बना रही है लेकिन उसके ही नेता ऐसे बयान दें रहे है जिससे जिससे गठबंधन को लेकर सवाल उठ रहे है। दरअसल, कांग्रेस नेता आचार्य प्रमोद कृष्णम ने इंडिया गठबंधन को लेकर बड़ा बयान दिया है। उन्होंने संभल जिले में एक निजी कार्यक्रम में कहा कि अखिलेश यादव इंडिया गठबंधन का हिस्सा नहीं है। नेता ने बातचीत के दौरान कहा कि अखिलेश यादव की दुकान बंद चुकी है। ईडी और सीबीआई से डरकर ढोल बजा रहे हैं। उन्होंने कहा कि मोदी जी बीजेपी के पीएम नहीं मोदी जी हमारे भी पीएम है। samabhal",neutral,0.8902302980422974
PM मोदी ने Lok Sabha में दी अटल बिहारी वाजपेयी को श्रद्धांजलि#atalbihari... https://invidious.perennialte.ch/NsDyPI2ZZLI?si=sNloAM6TNj9bAqb0 via @YouTube,2023-12-25 07:53:00,0,0,2024,PM मोदी ने Lok Sabha में दी अटल बिहारी वाजपेयी को श्रद्धांजलिatalbihari... via,neutral,0.8166851997375488
